id,q#,chapter,type,subject,order,q_se,q_en,ans_se,ans_en,q_alt_se,q_alt_en,ans_alt_se,ans_alt_en
355,,1,mq,BIN,,"Antag att vi har följande bitmönster: 1010 1010, 1100 1100, 1001 0000 och 1001 1111. ","Suppose we have the following bit patterns: 1010 1010, 1100 1100, 1001 0000 and 1001 1111.",1001 0000 _ 1001 0000,1001 0000 _ 1001 0000,"Om bitmönstren ovan representerar naturliga tal (unsigned integers), vilket bitmönster representerar då det minsta talet? _ Om bitmönstren ovan representerar heltal enligt tvåkomplementsnotation (two’s complement notation), vilket bitmönster representerar då det minsta talet? ","If the bit patterns above represent natural numbers (unsigned integers), then which bit pattern represents the smallest number? _ If the bit patterns above represent integers according to two's complement notation, which bit pattern represents the smallest number?","1010 1010, 1100 1100, 1001 1111 _ 1010 1010, 1100 1100, 1001 1111","1010 1010, 1100 1100, 1001 1111 _ 1010 1010, 1100 1100, 1001 1111"
356,,1,mq,TWO,,"Antag att vi har följande bitmönster och att de representerar heltal enligt tvåkomplementsnotation (two’s complement notation): 10010110, 11100001, 11001101, 11011101.","Suppose we have the following bit patterns and that they represent integers in two's complement notation: 10010110, 11100001, 11001101, 11011101.",11100001 _  10010110,11100001 _  10010110,Vilket av dessa bitmönster representerar det största talet? _ Vilket av dessa bitmönster representerar det minsta talet? ,Which of these bit patterns represents the largest number? _ Which of these bit patterns represents the smallest number?,,
357,,1,nq,BIN,,Beskriv det decimala talet 9 som ett binärt tal representerat med 8-bitar (8 bit unsigned integer). ,Write the decimal number 9 as a binary number represented by 8 bits (8 bit unsigned integer).,00001001.,00001001.,,,,
358,,1,nq,TWO,,Beskriv talet -1 (minus ett) som ett 8-bitars bitmönster enligt tvåkomplementsnotation (two’s complement notation). ,Write the decimal number -1 (minus one) as a 8-bit bit pattern according to two’s complement notation.,11111111.,11111111.,,,,
359,,1,nq,HEX,,Vilket bitmönster motsvarar det hexidecimala uttrycket 7F? ,Which bit pattern corresponds to the hexadecimal expression 7F?,01111111.,01111111.,,,,
360,,1,nq,BIN,,Beskriv det decimala talet 3 som ett binärt tal representerat med 8-bitar (8 bit unsigned integer). ,Write the decimal number 3 as a binary number represented by 8 bits (8 bit unsigned integer).,00000011.,00000011.,,,,
361,,1,nq,HEX,,Vilket bitmönster motsvarar det hexidecimala uttrycket AB? ,What bit pattern corresponds to the hexidecimal expression AB?,1010 1011.,1010 1011.,,,,
362,3,1,nq,HEX,,Vilket decimaltal (basen 10) motsvarar det hexadecimala talet A2?,Which decimal number (base 10) corresponds to the hexadecimal number  A2?,162.,162.,,,,
363,4,1,nq,TWO,,Beskriv talet -3 (minus tre) som ett 8-bitars bitmönster enligt tvåkomplementsnotation (two’s complement notation). ,Write the number -3 (minus three) as an 8-bit bit pattern according to two's complement notation!,11111101.,11111101.,,,,
364,2,1,nq,HEX,,Vilket bitmönster motsvarar det hexadecimala talet 8F?,Which bit pattern corresponds to the hexadecimal number 8F?,1000 1111.,1000 1111.,,,"1001 0001, 0011 0011, 0100 0011","1001 0001, 0011 0011, 0100 0011"
365,3,1,nq,HEX,,Vilket decimaltal (basen 10) motsvarar det hexadecimala talet B3 ?,Which decimal number (base 10) corresponds to the hexadecimal number  B3 ?,179.,179.,,,,
366,,1,nq,TWO,,Beskriv talet 3 (tre) som ett 8-bitars bitmönster enligt tvåkomplementsnotation (two’s complement notation)! ,Write the number 3 (three) as an 8-bit bit pattern according to two's complement notation!,0000 0011. ,0000 0011. ,,,,
367,,1,nq,HEX,,Beskriv talet 3 (tre) med två tecken i hexadecimal form! ,Describe the number 3 (three) with two characters in hexadecimal form!,03. ,03. ,,,,
368,4,1,nq,TWO,,Beskriv talet -4 (minus fyra) som ett 8-bitars bitmönster enligt tvåkomplementsnotation (two’s complement notation). ,Write the number -4 (minus four) as an 8-bit bit pattern according to two's complement notation!,11111100.,11111100.,,,,
369,,1,nq,TWO,,Beskriv talet 2 (två) som ett 8-bitars bitmönster enligt tvåkomplementsnotation (two’s complement notation)! ,Write the number 2 (two) as an 8-bit bit pattern according to two's complement notation!,0000 0010.,0000 0010.,,,,
370,,1,nq,TWO,,Beskriv talet −2 (minus två) som ett 8-bitars bitmönster enligt tvåkomplementsnotation (two’s complement notation)! ,Write the number −2 (minus two) as an 8-bit bit pattern according to two's complement notation!,1111 1110.,1111 1110.,,,,
371,,1,nq,TWO,,Vad är det positiva decimala heltalet 127 som ett binärt tal representerat med 8-bitar enligt tvåkomplementsnotation (two’s complement notation)? ,What is the positive decimal integer 127 as a binary number represented by 8 bits according to two's complement notation?,0111 1111.,0111 1111.,,,,
372,,1,nq,TWO,,Vad är det negativa decimala heltalet −127 som ett binärt tal representerat med 8-bitar enligt tvåkomplementsnotation (two’s complement notation)? ,What is the negative decimal integer −127 as a binary number represented by 8 bits according to two's complement notation?,1000 0001.,1000 0001.,,,,
373,,1,nq,DEC,,Vilket decimalt naturligt tal (noll eller positivt heltal) (unsigned integer) representerar bitmönstret 1010 1010?,Which natural decimal number (zero or positive integer) does the bit pattern 1010 1010 represent?,170,170,,,,
374,,1,nq,DEC,,Vilket decimalt naturligt tal (noll eller positivt heltal) (unsigned integer) representerar bitmönstret 1011 1011?,Which natural decimal number (zero or positive integer) does the bit pattern 1011 1011 represent?,187,187,,,,
375,,1,nq,HEX,,Vilket bitmönster motsvarar det hexadecimala talet C4?,Which bit pattern corresponds to the hexadecimal number C4?,1100 0100,1100 0100,,,,
376,,1,nq,HEX,,Vilket bitmönster motsvarar det hexadecimala talet B3?,Which bit pattern corresponds to the hexadecimal number B3?,1011 0011,1011 0011,,,,
377,,1,nq,TWO,,Vilket decimalt heltal (signed integer) representerar bitmönstret 1010 enligt tvåkomplementsnotation? ,Which decimal integer (signed integer) represents the bit pattern 1010 according to two’s complement notation? ,-6,-6,,,,
378,,1,nq,TWO,,Vilket decimalt heltal (signed integer) representerar bitmönstret 1011 enligt tvåkomplementsnotation?,Which decimal integer (signed integer) represents the bit pattern 1011 according to two’s complement notation?,-5,-5,,,,
379,,1,nq,DEC,,Vilket decimalt naturligt tal (noll eller positivt heltal) (unsigned integer) representerar bitmönstret 1101 1011?,Which natural decimal number (zero or positive integer) does the bit pattern 1101 1011 represent?,219,219,,,,
380,,1,nq,HEX,,Vilket bitmönster motsvarar det hexadecimala talet D2?,What bit pattern corresponds to the hexadecimal number D2?,1101 0010.,1101 0010.,,,,
381,,1,nq,TWO,,Vilket decimalt heltal (signed integer) representerar bitmönstret 1101 enligt tvåkomplementsnotation?,Which decimal integer (signed integer) represents the bit pattern 1101 according to two’s complement notation?,-3,-3,,,,
382,,1,nq,HEX,,Vilket bitmönster motsvarar det hexadecimala talet A5,Which bit pattern corresponds to the hexadecimal number A5 ?,1010 0101.,1010 0101.,,,,
383,,1,nq,HEX,,Vilket bitmönster motsvarar det hexadecimala talet B4,Which bit pattern corresponds to the hexadecimal number B4 ?,1011 0100.,1011 0100.,,,,
384,,1,nq,HEX,,Vilket decimaltal (basen 10) motsvarar det hexadecimala talet 4D ?,Which decimal number (base 10) corresponds to the hexadecimal number 4D?,77.,77.,,,,
385,,1,nq,HEX,,Vilket decimaltal (basen 10) motsvarar det hexadecimala talet 5C ?,Which decimal number (base 10) corresponds to the hexadecimal number 5C?,92.,92.,,,,
386,,1,nq,TWO,,Beskriv talet 4 (fyra) som ett 8-bitars bitmönster enligt tvåkomplementsnotation (two’s complement notation)! ,Write the number 4 (four) as an 8-bit bit pattern according to two's complement notation!,0000 0100.,0000 0100.,,,,
387,,1,nq,TWO,,Beskriv talet −5 (minus fem) som ett 8-bitars bitmönster enligt tvåkomplementsnotation (two’s complement notation)! ,Write the number -5 (minus five) as an 8-bit bit pattern according to two's complement notation!,1111 1011.,1111 1011.,,,,
388,3,1,nq,HEX,,Vilket bitmönster motsvarar det hexadecimala talet C3?,Which bit pattern corresponds to the hexadecimal number C3?,1100 0011.,1100 0011.,,,,
389,3,1,nq,HEX,,Vilket bitmönster motsvarar det hexadecimala talet 3C?,Which bit pattern corresponds to the hexadecimal number 3C?,0011 1100.,0011 1100.,,,,
390,5,1,nq,HEX,,Vilket decimaltal (basen 10) motsvarar det hexadecimala talet 3C?,Which decimal number (base 10) corresponds to the hexadecimal number 3C?,60,60,,,,
391,5,1,nq,HEX,,Vilket decimaltal (basen 10) motsvarar det hexadecimala talet C3?,Which decimal number (base 10) corresponds to the hexadecimal number C3?,195,195,,,,
392,6,1,nq,TWO,,Beskriv talet -3 (minus tre) som ett 8-bitars bitmönster enligt tvåkomplementsnotation (two’s complement notation)! ,Write the number -3 (minus three) as an 8-bit bit pattern according to two's complement notation!,1111 1101.,1111 1101.,,,,
393,6,1,nq,TWO,,Beskriv talet -4 (minus fyra) som ett 8-bitars bitmönster enligt tvåkomplementsnotation (two’s complement notation)! ,Write the number -4 (minus four) as an 8-bit bit pattern according to two's complement notation!,1111 1100.,1111 1100.,,,,
394,2,1,nq,HEX,,Vilket bitmönster motsvarar det hexadecimala talet BE?,What bit pattern corresponds to the hexadecimal number BE?,1011 1110,1011 1110,,,,
395,4,1,nq,HEX,,Vilket decimaltal (basen 10) motsvarar det hexadecimala talet 2D? ,What decimal number (base 10) corresponds to the hexadecimal number 2D?,45,45,,,,
396,2,1,nq,HEX,,Vilket bitmönster motsvarar det hexadecimala talet A2?,Which bit pattern corresponds to the hexadecimal number A2?,1010 0010.,1010 0010.,,,,
397,3,1,nq,HEX,,Vilket decimaltal (basen 10) motsvarar det hexadecimala talet D2?,Which decimal number (base 10) corresponds to the hexadecimal number D2?,210.,210.,,,,
398,2,1,nq,HEX,,Vilket bitmönster motsvarar det hexadecimala talet B1?,Which bit pattern corresponds to the hexadecimal number B1?,1011 0001,1011 0001,,,,
399,3,1,nq,HEX,,Vilket decimaltal (basen 10) motsvarar det hexadecimala talet 5E ?,Which decimal number (base 10) corresponds to the hexadecimal number  5E ?,0101 1110,0101 1110,,,,
400,2,1,nq,HEX,,Vilket bitmönster motsvarar det hexadecimala talet 7F?,Which bit pattern corresponds to the hexadecimal number 7F?,0111 1111.,0111 1111.,,,,
401,3,1,nq,HEX,,Vilket decimaltal (basen 10) motsvarar det hexadecimala talet A6?,Which decimal number (base 10) corresponds to the hexadecimal number  A6?,166,166,,,,
402,4,1,nq,TWO,,Beskriv talet -6 (minus sex) som ett 8-bitars bitmönster enligt tvåkomplementsnotation (two’s complement notation). ,Write the number -6 (minus six) as an 8-bit bit pattern according to two's complement notation!,11111010.,11111010.,,,,
403,,2,nq,LOG,,Antag att vi har följande två bitmönster 10000001 och 01111110. Vilket bitmönster erhåller vi om vi utför den logiska operationen AND på dessa bitmönster? ,Suppose we have the following two bit patterns 10000001 and 01111110. What bit pattern do we obtain if we perform the logical AND operation on these bit patterns?,00000000.,00000000.,,,,
404,,2,nq,TWO,,Antag att vi har följande två bitmönster 10000001 och 01111110. Vilket bitmönster erhåller vi om vi utför den aritmetiska operationen ADD enligt tvåkomplementsnotation (two’s complement notation) på dessa bitmönster som då representerar två heltal (signed integers)? ,Suppose we have the following two bit patterns 10000001 and 01111110. What bit pattern do we obtain if we perform the arithmetic operation ADD according to two's complement notation (two's complement notation) on these bit patterns which then represent two integers (signed integers)?,11111111.,11111111.,,,,
405,,2,nq,LOG,,Vilket bitmönster erhåller vi om vi utför operationen OR på bitmönstren 1011 0011 och 0010 0110? ,What bit pattern do we get if we perform the OR operation on the bit patterns 1011 0011 and 0010 0110?,1011 0111. ,1011 0111. ,,,,
406,,2,nq,LOG,,Vilket bitmönster erhåller vi om vi utför operationen XOR på bitmönstren 1011 0011 och 0010 0110? ,What bit pattern do we get if we perform the operation XOR on the bit patterns 1011 0011 and 0010 0110?,1001 0101.,1001 0101.,,,,
407,10,2,nq,LOG,,Vilket bitmönster erhåller vi om vi utför operationen AND på bitmönstren 1001 1011 och 1000 1110? ,What bit pattern do we get if we perform the operation AND on the bit patterns 1001 1011 och 1000 1110? ,1000 1010.,1000 1010.,,,,
408,10,2,nq,LOG,,Vilket bitmönster erhåller vi om vi utför operationen OR på bitmönstren 1001 1011 och 1000 1110? ,What bit pattern do we get if we perform the operation OR on the bit patterns 1001 1011 och 10001 110? ,1001 1111.,1001 1111.,,,,
409,,2,nq,LOG,,Vad blir resultatet av den logiska operationen AND med bitmönstren 1010 0101 och 0111 1110? Ange svaret som ett bitmönster.,What will be the result of the logical operation AND with the bit patterns 10100101 and 01111110? Enter the answer as a bit pattern.,00100100,00100100,,,,
410,,2,nq,LOG,,Vad blir resultatet av den logiska operationen XOR med bitmönstren 10100101 och 01111110? Ange svaret som ett bitmönster.,What will be the result of the logical operation XOR with the bit patterns 10100101 and 01111110? Enter the answer as a bit pattern.,1101 1011,1101 1011,,,,
411,,2,nq,LOG,,Vad blir resultatet av den logiska operationen XOR med bitmönstren 10100001 och 01101010? Ange svaret som ett bitmönster.,What will be the result of the logical operation XOR with the bit patterns 10100001 and 01101010? Enter the answer as a bit pattern.,1100 1011.,1100 1011.,,,,
412,,2,nq,LOG,,Vilket bitmönster erhåller vi om vi utför operationen OR på bitmönstren 110011 och 101000 ? ,What bit pattern do we get if we perform the operation OR on the bit patterns 110011 and 101000?,111011.,111011.,,,,
413,,2,nq,LOG,,Vilket bitmönster erhåller vi om vi utför operationen XOR på bitmönstren 0110 0011 och 0101 0000? ,What bit pattern do we get if we perform the operation XOR on the bit patterns 0110 0011 and 0101 0000?,0011 0011.,0011 0011.,,,,
414,,2,nq,LOG,,Vilket bitmönster erhåller vi om vi utför operationen OR på bitmönstren 101011 och 010011? ,What bit pattern do we get if we perform the operation OR on the bit patterns 101011 and 010011?,111011.,111011.,,,,
415,,2,nq,LOG,,Vilket bitmönster erhåller vi om vi utför operationen AND på bitmönstren 110011 och 101001? ,What bit pattern do we get if we perform the operation AND on the bit patterns 110011 and 101001?,100001.,100001.,,,,
416,11,2,nq,LOG,,Vilket bitmönster erhåller vi om vi utför operationen XOR på bitmönstren 0110 0011 och 0101 0001? ,What bit pattern do we obtain if we perform the XOR operation on the bit patterns 110011 and 101001?,0011 0010.,0011 0010.,,,,
417,7,2,nq,LOG,,Vilket bitmönster erhåller vi om vi utför operationen AND på bitmönstren 1101 1101 och 1111 1001? ,What bit pattern do we get if we perform the operation AND on the bit patterns 1101 1101 and 1111 1001? ,1101 1001.,1101 1001.,,,,
418,7,2,nq,LOG,,Vilket bitmönster erhåller vi om vi utför operationen XOR på bitmönstren 0101 0101 och 1000 1100? ,What bit pattern do we get if we perform the operation XOR on the bit patterns 0101 0101 and 1000 1100? ,1101 1001.,1101 1001.,,,,
419,7,2,nq,LOG,,Vilket bitmönster erhåller vi om vi utför operationen OR på bitmönstren 01001000 och 10011001? ,What bit pattern do we get if we perform the operation OR on the bit patterns 01001000 and 10011001? ,1101 1001.,1101 1001.,,,,
420,,5,nq,RIT,,Vad är det minsta antalet gånger som satserna i en loop-kropp (loop body) utförs i en iteration med pre-test-villkor? ,What is the minimum number of times the statements in a loop body are executed in an iteration with pre-test conditions?,0,0,,,,
421,,1,nq,HEX,,Vilket bitmönster motsvarar det hexadecimala talet B7?,Which bit pattern corresponds to the hexadecimal number B7?,1011 0111,1011 0111,,,,
422,,1,nq,HEX,,Vilket bitmönster motsvarar det hexadecimala talet C1?,Which bit pattern corresponds to the hexadecimal number C1?,1100 0001,1100 0001 ,,,,
423,,1,nq,HEX,,Vilket bitmönster motsvarar det hexadecimala talet E3?,Which bit pattern corresponds to the hexadecimal number E3?,1110 0011 ,1110 0011 ,,,,
424,6,1,sa,HEX,,Vilket hexadecimalt tal motsvarar bitmönstret 10010101?,Which hexadecimal number corresponds to the bit pattern 10010101?,95,95,,,,
425,,1,sa,COL,,Färgen magenta är en blandning av maximalt rött och maximalt blått. Vilket bitmönster representerar en magentafärgad pixel kodad enligt RGB-standarden med bitdjupet 24 bitar/pixel? Ange svaret i hexadecimal notation.,The color magenta is a mixture of maximum red and maximum blue. Which bit pattern represents a magenta pixel encoded according to the RGB standard with a bit depth of 24 bits / pixel? Enter the answer in hexadecimal notation.,FF00FF,FF00FF,,,,
426,,1,sa,COL,,Färgen gul är en blandning av maximalt rött och maximalt grönt. Vilket bitmönster representerar en gulfärgad pixel kodad enligt RGB-standarden med bitdjupet 24 bitar/pixel? Ange svaret i hexadecimal notation.,The color yellow is a mixture of maximum red and maximum green. Which bit pattern represents a yellow pixel encoded according to the RGB standard with a bit depth of 24 bits / pixel? Enter the answer in hexadecimal notation.,FFFF00,FFFF00,,,,
427,6,1,sa,HEX,,Vilket hexadecimalt tal motsvarar bitmönstret 1110 0101?,Which hexadecimal number corresponds to the bit pattern 11100101?,E5.,E5.,,,,
428,6,1,sa,HEX,,Vilket hexadecimalt tal motsvarar bitmönstret 10101101?,Which hexadecimal number corresponds to the bit pattern 10101101?,AD,AD,,,,
429,6,1,sa,HEX,,Vilket hexadecimalt tal motsvarar bitmönstret 11010100?,Which hexadecimal number corresponds to the bit pattern 11010100?,D4,D4,,,,
430,7,2,sa,REG,,Vilket värde kommer register 0 att ha efter tre (3) maskincykler? Ange bitmönstret på hexadecimalform. (Se maskin \autoref{machineForProblemStatements}),What value will register 0 (R0) have after three (3) machine cycles? Enter the bit pattern in hexadecimal form. (See Machine \autoref{machineForProblemStatements}),33.,33.,,,,
431,8,2,sa,REG,,Vilket värde kommer register 1 att ha efter tre (3) maskincykler? Ange bitmönstret på hexadecimalform. (Se maskin \autoref{machineForProblemStatements}),What value will register 1 (R1) have after three (3) machine cycles? Enter the bit pattern in hexadecimal form (See Machine \autoref{machineForProblemStatements}).,11.,11.,,,,
432,9,2,sa,REG,,Vilket värde kommer register 2 att ha efter tre (3) maskincykler? Ange bitmönstret på hexadecimalform. (Se maskin \autoref{machineForProblemStatements}),What value will register 2 (R2) have after three (3) machine cycles? Enter the bit pattern in hexadecimal form (See Machine \autoref{machineForProblemStatements}).,22.,22.,,,,
433,,2,sa,REG,,Vilket värde kommer instruktionsregistret (instruction register) att ha efter tre (3) maskincykler? Ange bitmönstret på hexadecimalform. (Se maskin \autoref{machineForProblemStatements}),What value will the instruction register have after three (3) machine cycles? Enter the bit pattern in hexadecimal form. (See Machine \autoref{machineForProblemStatements}),5012,5012,,,,
434,1,0,sc,HIS,,"Vem skrev program för ""the Analytical Engine"" och därmed kan betraktas som världens första programmerare?","Who wrote programs for ""the Analytical Engine"" and can thereby be regarded as the first programmer in the world?",Ada Byron (Lovelace),Ada Byron (Lovelace). ,,,"Charles Babbage, Joseph Marie Jacquard, Alonzo Church, Kurt Gödel, John von Neumann, Blaise Pascal, Alan Turing","Charles Babbage, Joseph Marie Jacquard, Alonzo Church, Kurt Gödel, John von Neumann, Blaise Pascal, Alan Turing"
435,1,0,sc,HIS,,"Vem designade ""the Analytical Engine"" - världens första programmerbara beräkningsmaskin?","Who designed ""the Analytical Engine"" - the first programmable computational machine in the world?",Charles Babbage,Charles Babbage. ,,,"Joseph Marie Jacquard, Ada Byron (Lovelace), Alonzo Church, Kurt Gödel, John von Neumann, Blaise Pascal, Alan Turing","Joseph Marie Jacquard, Ada Byron (Lovelace), Alonzo Church, Kurt Gödel, John von Neumann, Blaise Pascal, Alan Turing"
436,,0,sc,HIS,,Vem var den förste att använda hålkort (användes för att lagra tygmönster till automatiska vävstolar)?,Who was the first to use punch cards (used to store fabric patterns for automatic looms)?,Joseph Marie Jacquard ,Joseph Marie Jacquard ,,,"Charles Babbage, Ada Byron (Lovelace), Alonzo Church, Kurt Gödel, John von Neumann, Blaise Pascal, Alan Turing","Charles Babbage, Ada Byron (Lovelace), Alonzo Church, Kurt Gödel, John von Neumann, Blaise Pascal, Alan Turing"
437,,0,sc,HIS,,Vem utvecklade den första kugghjulsbaserade maskinen för att utföra addition?,Who developed the first gear-based machine to perform addition?,Blaise Pascal ,Blaise Pascal ,,,"Charles Babbage, Joseph Marie Jacquard, Ada Byron (Lovelace), Alonzo Church, Kurt Gödel, John von Neumann, Alan Turing","Charles Babbage, Joseph Marie Jacquard, Ada Byron (Lovelace), Alonzo Church, Kurt Gödel, John von Neumann, Alan Turing"
438,,0,sc,HIS,,Vem har publicerat ett ofullständighetsteorem som säger att det i alla matematiska teorier som omfattar vårt traditionella aritmetiska system finns påståenden vars sanning eller falskhet inte kan fastställas med hjälp av en algoritm?,"Who has published an incompleteness theorem that says that in all mathematical theories that encompass our traditional arithmetic system, there are statements whose truth or falsity cannot be determined using an algorithm?",Kurt Gödel,Kurt Gödel,,,"Alan Turing, Blaise Pascal, Alonzo Church, Charles Babbage, Tim Berners-Lee, Ada Byron (Lovelace), Joseph Jacquard","Alan Turing, Blaise Pascal, Alonzo Church, Charles Babbage, Tim Berners-Lee, Ada Byron (Lovelace), Joseph Jacquard"
439,,0,sc,HIS,,Vem föreslog ett system genom vilket dokument som lagras på datorer på hela Internet kan länkas samman och producera ett nät av länkad information (World Wide Web)?,Who proposed a system by which documents stored on computers throughout the Internet could be linked together producing a web of linked information (the World Wide Web)?,Tim Berners-Lee,Tim Berners-Lee,,,"Alan Turing, Blaise Pascal, Alonzo Church, Kurt Gödel, Charles Babbage, Ada Byron (Lovelace), Joseph Jacquard","Alan Turing, Blaise Pascal, Alonzo Church, Kurt Gödel, Charles Babbage, Ada Byron (Lovelace), Joseph Jacquard"
440,,0,sc,HIS,,Vem har gett upphov till namnet på den datorarkitektur där CPU hämtar instruktioner från minne över en central bus?,Who gave rise to the name of the computer architecture where the CPU retrieves instructions from memory over a central bus?,John von Neumann,John von Neumann,,,"Charles Babbage, Joseph Marie Jacquard, Ada Byron (Lovelace), Alonzo Church, Kurt Gödel, Blaise Pascal, Alan Turing","Charles Babbage, Joseph Marie Jacquard, Ada Byron (Lovelace), Alonzo Church, Kurt Gödel, Blaise Pascal, Alan Turing"
441,,0,sc,HIS,,Vem gav upphov till namnet på den matematiska modellen för en dator som används för att studera kraften i algoritmisk bearbetning?,Who gave rise to the name of the mathematical model of a computer used in study of the power of algorithmic processing?,Alan Turing,Alan Turing,,,"Charles Babbage, Joseph Marie Jacquard, Ada Byron (Lovelace), Alonzo Church, Kurt Gödel, John von Neumann, Blaise Pascal","Charles Babbage, Joseph Marie Jacquard, Ada Byron (Lovelace), Alonzo Church, Kurt Gödel, John von Neumann, Blaise Pascal"
442,,0,sc,HIS,,"Tesen att de funktioner som kan beräknas av en Turing-maskin är samma som alla beräkningsbara funktioner, är namngiven efter Turing och ytterligare en matematiker som bidragit till tesen, vilken?","The thesis that the functions that can be calculated by a Turing machine are the same as all computable functions, is named after Turing and another mathematician who contributed to the thesis, which one?  Charles Babbage, Joseph Marie Jacquard, Ada Byron (Lovelace), Alonzo Church, Kurt Gödel, John von Neumann, Blaise Pascal, Tim Berners-Lee",Alonzo Church,Alonzo Church,,,"Charles Babbage, Joseph Marie Jacquard, Ada Byron (Lovelace), Kurt Gödel, John von Neumann, Blaise Pascal, Tim Berners-Lee","Charles Babbage, Joseph Marie Jacquard, Ada Byron (Lovelace), Kurt Gödel, John von Neumann, Blaise Pascal, Tim Berners-Lee"
443,2,1,sc,HEX,,Vilket bitmönster motsvarar det hexadecimala talet D5?,Which bit pattern corresponds to the hexadecimal number D5?,1101 0101,1101 0101,,,"1010 0010, 1111 0101, 1101 0101","1010 0010, 1111 0101, 1101 0101"
444,6,1,sc,HEX,,Vilket hexadecimalt tal motsvarar bitmönstret 10001111?,Which hexadecimal number corresponds to the bit pattern 10001111?,8F,8F,,,"8F, 7F, 8C","8F, 7F, 8C"
445,,,essay,GAI,,Vilka tre huvudmetoder finns för att generera bilder?,What are the three main methods for generating images?,Variational Autoencoders (VAE)\, Generative Adversial Networks (GAN)\, Diffusion Models,Variational Autoencoders (VAE)\, Generative Adversarial Networks (GAN)\, Diffusion Models,,,,
446,,,essay,GAI,,Vad är noise scheduling och varför är det viktigt för diffusions-modeller?,What is noise scheduling and why is it important for diffusion models?,Noise scheduling handlar om processen att gradvis ta bort brus från bilder i diffusionsmodeller. Strategin är avgörande för vad resultat av processen blir och behöver anpassas beroende på bildens upplösning då högupplösta bilder innehåller redundanta pixlar.,Noise scheduling refers to the process of gradually removing noise from images in diffusion models. The strategy is crucial for determining the results of the process and needs to be adapted depending on the image's resolution as high-resolution images contain redundant pixels.,,,,
447,,,essay,GAI,,Vilken typ av ljudbehandlingsteknik fokuserar på hur människor uppfattar ljud?,What type of audio processing technique focuses on how humans perceive sound?,MFCCs (Mel-Frequency Cepstral Coefficents),MFCCs (Mel-Frequency Cepstral Coefficients),,,,
448,,,essay,GAI,,Hur skiljer sig waveforms mot spectogram?,How do waveforms differ from spectrograms?,Waveforms visar rått ljud som amplitud över tid medans spectograms visar ljud som en 2d representation med skillnaden på frekvens och intensitet.,Waveforms show raw audio as amplitude over time while spectrograms show audio as a 2D representation with differences in frequency and intensity.,,,,
449,,,essay,GAI,,Vilka axlar/dimensioner ingår i ett spectogram?,What axes/dimensions are included in a spectrogram?,Tid\, Frekvens\, Intensitet,Time\, Frequency\, Intensity,,,,
450,,,essay,GAI,,Vilka är huvudkomponenterna i en transformer?,What are the main components of a transformer?,Tokenizer\, Embedding Layer\, Attention Layer\, Un-embedding Layer,Tokenizer\, Embedding Layer\, Attention Layer\, Un-embedding Layer,,,,
451,,,essay,GAI,,"""Attention is all you need"" av Google 2017 la grunden för de flesta moderna Large Language Models (LLMs), vad innebär attention och hur skiljer sig det mot multi-headed attention?","""Attention is All You Need"" by Google (2017) laid the foundation for most modern Large Language Models (LLMs). What does attention mean and how does it differ from multi-headed attention?",Attention är grundprincipen i transformers som tillåter modeller att fokusera på hela input-sekvensen istället för sekventiellt och således dra nytta av hela kontexten. Multi-headed attention är när man använder sig av flera attention-mekanismer som fokuserar på olika saker\, samtidigt/parallellt.,Attention is the core principle in transformers that allows models to focus on the entire input sequence instead of sequentially and thus take advantage of the full context. Multi-headed attention is when multiple attention mechanisms are used that focus on different things simultaneously/in parallel.,,,,
452,,,essay,GAI,,Förklara vad "temperature" är i Large Language Models (LLMs) och hur det påverkar textgenerering - vad händer med modellens output när temperature är hög respektive låg?,Explain what "temperature" is in Large Language Models (LLMs) and how it affects text generation - what happens to the model's output when temperature is high versus low?,Temperature är en parameter som styr slumpmässigheten i modellens output\, hög temperature ger mer slumpmässighet/"kreativitet" medans låg temperature ger mer förutsägbarhet/deterministisk output.,Temperature is a parameter that controls randomness in the model's output. High temperature gives more randomness/"creativity" while low temperature gives more predictability/deterministic output.,,,,
453,,,essay,GAI,,Beskriv kortfattat skillnaderna mellan LoRA (Low-Rank Adaptation) fine-tuning\, few-shot och zero-shot.,Briefly describe the differences between LoRA (Low-Rank Adaptation) fine-tuning\, few-shot\, and zero-shot.,LoRA är en fine-tuning teknik som fryser delar av basmodellen och bara vidartränar vissa parametrar. Few-shot handlar om att ge modellen några exempel när man använder den / vid interfaceing utan att träna modellen. Zero-shot liknar few-shot fast du skickar inte med några exempel och förlitar sig på modellens generella anpassningsbarhet.,LoRA is a fine-tuning technique that freezes parts of the base model and only continues training certain parameters. Few-shot involves giving the model some examples when using it/during interfacing without training the model. Zero-shot is similar to few-shot but you don't include any examples and rely on the model's general adaptability.,,,,
454,,,essay,GAI,,Beskriv problemen och lösningar kring Large Language Models (LLMs) begränsningar specifikt gällande kontextfönstret (context window).,Describe the problems and solutions regarding Large Language Models (LLMs) limitations specifically concerning the context window.,Dels är de begränsade i storlek\, d.v.s hur mycket vi kan skicka in i modellen och dels i tid d.v.s. träningsdatans cutoff begränsar aktuell information. Båda dessa problem kan lösas med Retrival Augmented Generation (RAG) där man tillser modellen med aktuell information beroende på prompten\, e.x. GraphRAG och Webbsökning.,They are limited both in size (how much we can input into the model) and in time (training data cutoff limits current information). Both problems can be solved with Retrieval Augmented Generation (RAG) where the model is provided with current information based on the prompt\, e.g.\, GraphRAG and web search.,,,,
